"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/VirtualReality/Materials/M_TeleportPreviews.M_TeleportPreviews","0","0","12","1","0.000000","0","0"
"/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat.M_HandMat","0","0","39","1","0.000000","0","0"
"/Game/StylizedRoom/Materials/M_Color.M_Color","0","0","30","1","0.000000","0","0"
"/Game/Air_Balloons/Materials/M_People.M_People","0","0","15","1","0.000000","0","0"
"/Game/Air_Balloons/Materials/M_Basket.M_Basket","0","0","24","1","0.000000","0","0"
"/Game/Air_Balloons/Materials/M_Envelope.M_Envelope","0","0","30","1","0.000000","0","0"
"/Game/ACOptimizedTV/ACOptimizedTV_Materials/M_Remotes.M_Remotes","0","0","15","1","0.000000","0","0"
"/Game/ACOptimizedTV/ACOptimizedTV_Materials/M_TV_Screen.M_TV_Screen","0","0","15","1","0.000000","0","0"
"/Game/Particles_Wind_Control_System/Materials/Master/M_Master_Material.M_Master_Material","0","0","495","3","0.000000","0","0"
"/Game/Wind_Turbine/Materials/M_Wind_Turbine_Offshore_base.M_Wind_Turbine_Offshore_base","0","0","24","1","0.000000","0","0"
"/Game/Wind_Turbine/Materials/M_Wind_Turbine.M_Wind_Turbine","0","0","48","1","0.000000","0","0"
"/Game/Wind_Turbine/Materials/M_Wind_Turbine_logo.M_Wind_Turbine_logo","0","0","38","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Base.M_GoodSky_Base","0","0","4","1","0.000000","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_Sun_Emissive.M_GoodSky_Sun_Emissive","0","0","10","1","0.000000","0","0"
"/Game/GoodSky/Source/ArrowTool/M_GoodSky_SkyRing_.M_GoodSky_SkyRing_","0","0","25","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Sun_Stars_Moon.M_GoodSky_Sun_Stars_Moon","0","0","4","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Sun_Stars.M_GoodSky_Sun_Stars","0","0","4","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Storm.M_GoodSky_Storm","0","0","4","1","0.000000","0","0"
"/Game/GoodSky/Source/Materials/M_GoodSky_Moon.M_GoodSky_Moon","0","0","4","1","0.000000","0","0"
"/Game/Air_Balloons/Materials/M_Flame.M_Flame","0","0","26","1","0.000000","0","0"
"/Game/Air_Balloons/Materials/M_Glow.M_Glow","0","0","31","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_engine.M_engine","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-1.M_fuselage-1","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-2.M_fuselage-2","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-3.M_fuselage-3","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_landing_gear.M_landing_gear","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_wings-1.M_wings-1","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-1a.M_fuselage-1a","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-1b.M_fuselage-1b","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-1c.M_fuselage-1c","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-2a.M_fuselage-2a","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-2b.M_fuselage-2b","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-2c.M_fuselage-2c","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-3a.M_fuselage-3a","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-3b.M_fuselage-3b","0","0","48","1","0.000000","0","0"
"/Game/CommercialPlane/Materials/M_fuselage-3c.M_fuselage-3c","0","0","48","1","0.000000","0","0"
"/Game/Earth32/Materials/M_Moon.M_Moon","0","0","4","1","0.000000","0","0"
"/Game/Earth32/Materials/M_Stars.M_Stars","0","0","4","1","0.000000","0","0"
"/Game/Earth32/Materials/M_Atmosphere.M_Atmosphere","0","0","10","1","0.000000","0","0"
"/Game/Earth32/Materials/M_Earth.M_Earth","0","0","8","2","0.000000","0","0"
"/Game/Earth32/Materials/M_Earth16k.M_Earth16k","0","0","8","2","0.000000","0","0"
"/Game/Earth32/Materials/M_Earth64.M_Earth64","0","0","8","2","0.000000","0","0"
"/Game/Earth32/Materials/M_EarthCnm.M_EarthCnm","0","0","8","2","0.000000","0","0"
"/Game/Earth32/Materials/M_EarthES.M_EarthES","0","0","8","2","0.000000","0","0"
"/Game/Earth32/Materials/M_EarthLow.M_EarthLow","0","0","8","2","0.000000","0","0"
"/Game/FloatingIsland/Materials/M_Clouds.M_Clouds","0","0","115","1","0.000000","0","0"
"/Game/HQportals/Materials/M_Point22black.M_Point22black","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_PortalMat1.M_PortalMat1","0","0","24","1","0.000000","0","0"
"/Game/HQportals/Materials/M_PortalWaves2.M_PortalWaves2","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_Flash7.M_Flash7","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_HPL2.M_HPL2","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_Trail21.M_Trail21","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_PortalMat2.M_PortalMat2","0","0","24","1","0.000000","0","0"
"/Game/HQportals/Materials/M_PortalWaves1.M_PortalWaves1","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_PortalWaves2b.M_PortalWaves2b","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_TGlowBlack.M_TGlowBlack","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_PortalMat3.M_PortalMat3","0","0","24","1","0.000000","0","0"
"/Game/HQportals/Materials/M_PortalWaves1_2.M_PortalWaves1_2","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_Circle41.M_Circle41","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_PortalWaves2c.M_PortalWaves2c","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_DistortionPortal.M_DistortionPortal","0","0","12","1","0.000000","0","0"
"/Game/HQportals/Materials/M_PortalWaves2d.M_PortalWaves2d","0","0","135","1","0.000000","0","0"
"/Game/HQportals/Materials/M_NoiseDistortion.M_NoiseDistortion","0","0","45","1","0.000000","0","0"
"/Game/HQportals/Materials/M_Smoke24.M_Smoke24","0","0","135","1","0.000000","0","0"
"/Game/ModernKitchenClutterPack/Materials/ArchVis_Translucent/Masters/Glass_ArchVisMaster.Glass_ArchVisMaster","0","0","45","1","0.000000","0","0"
"/Game/ModernKitchenClutterPack/Materials/GameReady/Masters/GenericMaterial.GenericMaterial","0","0","60","2","0.000000","0","0"
"/Game/PyroParticlePack/Materials/PPP_Radial_Gradient.PPP_Radial_Gradient","0","0","34","1","0.000000","0","0"
"/Game/PyroParticlePack/Materials/PPP_Particles_lit.PPP_Particles_lit","0","0","287","4","0.000000","0","574"
"/Game/FBX/Material.Material","0","0","39","1","0.000000","0","0"
"/Game/FBX/Material_001.Material_001","0","0","39","1","0.000000","0","0"
"/Game/FBX/Material_002.Material_002","0","0","39","1","0.000000","0","0"
"/Game/FBX/Material_006.Material_006","0","0","39","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/ruins_materials/M_ruins_04.M_ruins_04","0","0","45","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/plants_materials/M_vines.M_vines","0","0","99","1","0.000000","0","0"
"/Game/SuspensionBridge/Materials/M_Base_Color.M_Base_Color","0","0","45","1","0.000000","0","0"
"/Game/SuspensionBridge/Materials/M_Base_InstanceLerp.M_Base_InstanceLerp","0","0","29","1","0.000000","0","0"
"/Game/SuspensionBridge/Materials/M_Base_RandomCoord.M_Base_RandomCoord","0","0","15","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_BlackBackground.M_BlackBackground","0","0","4","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/StaticMeshes/Sky/Materials/Sky_01_Mat.Sky_01_Mat","0","0","10","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/base_materials/M_wooden_floor_WPO.M_wooden_floor_WPO","0","0","24","1","0.000000","0","0"
"/Game/PortalLevels/Streams/Desert/DesertPlayer_Video_Mat.DesertPlayer_Video_Mat","0","0","24","1","0.000000","0","0"
"/Game/PortalLevels/Streams/Orient/OrientPlayer_Video_Mat.OrientPlayer_Video_Mat","0","0","24","1","0.000000","0","0"
"/Game/PortalLevels/Streams/Pavilion/PavilionPlayer_Video_Mat.PavilionPlayer_Video_Mat","0","0","24","1","0.000000","0","0"
"/Game/PortalLevels/Streams/Snow/SnowPlayer_Video_Mat.SnowPlayer_Video_Mat","0","0","24","1","0.000000","0","0"
"/Game/PortalLevels/Streams/Spring/SpringPlayer_Video_Mat.SpringPlayer_Video_Mat","0","0","24","1","0.000000","0","0"
"/Game/PortalLevels/Streams/Tropical/TropicalPlayer_Video_Mat.TropicalPlayer_Video_Mat","0","0","24","1","0.000000","0","0"
"/Game/Stylized_Materials/Materials/MAT_ice.MAT_ice","0","0","77","1","0.000000","0","0"
"/Game/Stylized_Materials/Materials/MAT_ice_cracked.MAT_ice_cracked","0","0","77","1","0.000000","0","0"
"/Game/Stylized_Materials/Materials/MAT_sand_clean.MAT_sand_clean","0","0","77","1","0.000000","0","0"
"/Game/Stylized_Materials/Materials/MAT_sand_dune.MAT_sand_dune","0","0","77","1","0.000000","0","0"
"/Game/Ancient_Desert_Ruins/Materials/M_MasterSbs.M_MasterSbs","0","0","24","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/base_materials/M_concrete.M_concrete","0","0","90","2","0.000000","0","0"
"/Game/Japanese_Temple/materials/base_materials/M_wood.M_wood","0","0","45","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/base_materials/M_wooden_board.M_wooden_board","0","0","45","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/building_materials/M_building.M_building","0","0","45","1","0.000000","0","0"
"/Game/lost_island/Materials/water_materials/M_river.M_river","0","0","119","1","0.000000","0","0"
"/Game/lost_island/Materials/water_materials/M_water.M_water","0","0","119","1","0.000000","0","0"
"/Game/OutlineMaterials/PP_Outliner_M.PP_Outliner_M","0","0","6","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/building_materials/M_riveted_roof.M_riveted_roof","0","0","48","2","0.000000","0","0"
"/Game/StylizedRoom/Materials/M_Material.M_Material","0","0","51","1","0.000000","0","0"
"/Game/ACOptimizedTV/ACOptimizedTV_Materials/M_TV.M_TV","0","0","15","1","0.000000","0","0"
"/Game/Ancient_Desert_Ruins/Materials/M_Grass.M_Grass","0","0","101","1","0.000000","0","0"
"/Game/BottlesandGlasses/Materials/M_B_Label.M_B_Label","0","0","51","1","0.000000","0","0"
"/Game/BottlesandGlasses/Materials/M_B_Glass.M_B_Glass","0","0","45","1","0.000000","0","0"
"/Game/BottlesandGlasses/Materials/M_G_Glass.M_G_Glass","0","0","45","1","0.000000","0","0"
"/Game/Butterfly_PS/Material/M_Flare_01.M_Flare_01","0","0","34","1","0.000000","0","0"
"/Game/Butterfly_PS/Material/Basic/M_Butterfly_01.M_Butterfly_01","0","0","42","1","0.000000","0","0"
"/Game/Candle/Material/M_Candle.M_Candle","0","0","24","1","0.000000","0","0"
"/Game/Candle/Material/M_CandleWick.M_CandleWick","0","0","24","1","0.000000","0","0"
"/Game/EatingSweets/Materials/M_Base.M_Base","0","0","24","1","0.000000","0","0"
"/Game/FruitsVegetables_MEGAPACK/Materials/M_FV_Basic.M_FV_Basic","0","0","102","2","0.000000","0","0"
"/Game/GermanStreetSigns/Materials/M_MetalBasic.M_MetalBasic","0","0","24","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/StaticMeshes/Isle/Materials/VP_Grass_01_Mat.VP_Grass_01_Mat","0","0","24","1","0.000000","0","0"
"/Game/HandPaintedEnvironment/StaticMeshes/Isle/Materials/VP_Rock_01_Mat.VP_Rock_01_Mat","0","0","24","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/building_materials/M_stone_props.M_stone_props","0","0","45","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/exterior_props_materials/M_barrel_box.M_barrel_box","0","0","24","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/exterior_props_materials/M_lantern.M_lantern","0","0","24","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/exterior_props_materials/M_stone_lantern.M_stone_lantern","0","0","24","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/exterior_props_materials/M_stone_statue.M_stone_statue","0","0","24","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/exterior_props_materials/M_wood_props.M_wood_props","0","0","45","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/exterior_props_materials/M_wood_cart.M_wood_cart","0","0","24","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/rope_materials/M_rope_A.M_rope_A","0","0","151","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/mountain_materials/M_mountain.M_mountain","0","0","24","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/plants_materials/M_grass.M_grass","0","0","101","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/stones_materials/M_cliff_stones.M_cliff_stones","0","0","24","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/trees_materials/M_foliage.M_foliage","0","0","51","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/trees_materials/M_tree.M_tree","0","0","46","1","0.000000","0","0"
"/Game/Japanese_Temple/materials/trees_materials/M_foliage_B.M_foliage_B","0","0","51","1","0.000000","0","0"
"/Game/lost_island/Materials/ruins_materials/M_ruins.M_ruins","0","0","24","1","0.000000","0","0"
"/Game/lost_island/Materials/particles_materials/M_water_spray.M_water_spray","0","0","26","1","0.000000","0","0"
"/Game/MagicHouse/Materials/MAT_BaseMaterial_MRAO.MAT_BaseMaterial_MRAO","0","0","54","2","0.000000","0","0"
"/Game/ModernKitchenClutterPack/Materials/GameReady/Masters/Ceramic_Master.Ceramic_Master","0","0","24","1","0.000000","0","0"
"/Game/Modular_GreenHouse/Material/0_Mat_Masters/MatMaster_Height_Rough_Ao.MatMaster_Height_Rough_Ao","0","0","24","1","0.000000","0","0"
"/Game/Modular_GreenHouse/Material/0_Mat_Masters/MatMaster_Glass.MatMaster_Glass","0","0","43","1","0.000000","0","0"
"/Game/Modular_GreenHouse/Material/0_Mat_Masters/MatMaster_Ao_Rough_Metal.MatMaster_Ao_Rough_Metal","0","0","24","1","0.000000","0","0"
"/Game/Modular_GreenHouse/Material/0_Mat_Masters/MatMaster_Leaf.MatMaster_Leaf","0","0","51","1","0.000000","0","0"
"/Game/Modular_GreenHouse/Material/Plant/M_Stem_Tile.M_Stem_Tile","0","0","24","1","0.000000","0","0"
"/Game/Material_001.Material_001","0","0","24","1","0.000000","0","0"
"/Game/Particles_Wind_Control_System/Materials/M_Fireflies.M_Fireflies","0","0","26","1","0.000000","0","0"
"/Game/SimpleCookingPack/Board/M_Board.M_Board","0","0","24","1","0.000000","0","0"
"/Game/SimpleCookingPack/Board/M_Board_Handle.M_Board_Handle","0","0","24","1","0.000000","0","0"
"/Game/SimpleCookingPack/Carrot/M_Carrot.M_Carrot","0","0","24","1","0.000000","0","0"
"/Game/SimpleCookingPack/Dish/M_Dish.M_Dish","0","0","24","1","0.000000","0","0"
"/Game/SimpleCookingPack/Flipper/M_Flipper.M_Flipper","0","0","24","1","0.000000","0","0"
"/Game/SimpleCookingPack/FryingPan/M_FryingPan.M_FryingPan","0","0","24","1","0.000000","0","0"
"/Game/SimpleCookingPack/Knife/M_Knife.M_Knife","0","0","24","1","0.000000","0","0"
"/Game/SimpleCookingPack/Meat/M_Meat.M_Meat","0","0","48","2","0.000000","0","0"
"/Game/SimpleCookingPack/Meat/M_MeatJuice.M_MeatJuice","0","0","47","1","0.000000","0","0"
"/Game/SimpleCookingPack/Onion/M_Onion.M_Onion","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","24","1","0.000000","0","0"
"/Game/Stylized_camp_pack/materials/plants_materials/M_plants.M_plants","0","0","101","1","0.000000","0","0"
"/Game/Stylized_camp_pack/materials/plants_materials/M_foliage_tree_d.M_foliage_tree_d","0","0","101","1","0.000000","0","0"
"/Game/Stylized_camp_pack/materials/plants_materials/M_grass.M_grass","0","0","101","1","0.000000","0","0"
"/Game/Stylized_camp_pack/materials/trees_materials/M_trees.M_trees","0","0","47","1","0.000000","0","0"
"/Game/Stylized_camp_pack/materials/trees_materials/M_foliage.M_foliage","0","0","101","1","0.000000","0","0"
"/Game/stylized_forest/materials/grass_mesh_material/flower.flower","0","0","101","1","0.000000","0","0"
"/Game/stylized_forest/materials/grass_mesh_material/grass.grass","0","0","95","1","0.000000","0","0"
"/Game/stylized_forest/materials/tree_material/bark.bark","0","0","47","1","0.000000","0","0"
"/Game/stylized_forest/materials/tree_material/foliage.foliage","0","0","101","1","0.000000","0","0"
"/Game/stylized_forest/materials/tree_material/foliage_B.foliage_B","0","0","101","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/building_materials/M_plaster.M_plaster","0","0","24","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/ruins_materials/M_ruins_tile.M_ruins_tile","0","0","48","2","0.000000","0","0"
"/Game/Stylized_Landscape/materials/building_materials/M_paint.M_paint","0","0","24","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/building_materials/M_door.M_door","0","0","24","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/cliff_materials/M_cliff_01.M_cliff_01","0","0","24","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/cliff_materials/M_cliff_stones.M_cliff_stones","0","0","24","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/plants_materials/M_grass.M_grass","0","0","101","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/plants_materials/M_plants.M_plants","0","0","101","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/plants_materials/M_flower_bush.M_flower_bush","0","0","101","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/plants_materials/M_bush.M_bush","0","0","101","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/plants_materials/M_flower.M_flower","0","0","101","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/props_materials/M_fence.M_fence","0","0","45","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/trees_materials/M_bark.M_bark","0","0","95","1","0.000000","0","0"
"/Game/Stylized_Landscape/materials/trees_materials/M_foliage_a.M_foliage_a","0","0","101","1","0.000000","0","0"
"/Game/TriForgeAssets_FantasyForest/Materials/M_Tree_Master.M_Tree_Master","0","0","101","1","0.000000","0","101"
"/Game/TriForgeAssets_FantasyForest/Materials/M_General_Master.M_General_Master","0","0","101","1","0.000000","0","0"
"/Game/TriForgeAssets_FantasyForest/Materials/M_Grass_Master.M_Grass_Master","0","0","101","1","0.000000","0","0"
"/Game/TriForgeAssets_FantasyForest/Materials/M_Particle_Master.M_Particle_Master","0","0","87","1","0.000000","0","0"
"/Game/Waterfalls/Materials/rainbow_Mat.rainbow_Mat","0","0","45","1","0.000000","0","0"
